title,links,date,rating,quality,genre,short_description
Huynh Đệ Kì Tích,https://ohitv.net/phim-bo/huynh-de-ki-tich/,28/06/2023,7,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']","“Huynh Đệ Kì Tích” là câu chuyện về Yook Dong Joo, một người trẻ luôn ấp ủ ước mơ trở thành một nhà văn nổi tiếng. Tuy nhiên, cuộc ..."
Nhịp Đập Trái Tim,https://ohitv.net/phim-bo/nhip-dap-trai-tim/,26/06/2023,7,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']",“Nhịp Đập Trái Tim” là một câu chuyện tình yêu đầy mê hoặc giữa hai nhân vật chính là Seon Woo Hyul và Joo In Hae. Seon Woo Hyul là ...
Vấp Ngã Đừng Khóc,https://ohitv.net/phim-bo/vap-nga-dung-khoc/,22/06/2023,10,,"['Phim Chính Kịch', 'Phim Gia Đình', 'Phim Hài']","Alize là một cô gái xinh đẹp, nhưng cô đã trưởng thành trong sự thiếu vắng của mẹ từ ngày cô ra đời, và cô thường xuyên tỏ ra ích kỷ và đòi hỏi. ..."
Hẹn Gặp Anh Ở Kiếp Thứ 19,https://ohitv.net/phim-bo/hen-gap-anh-o-kiep-thu-19/,17/06/2023,8.217,,"['Phim Chính Kịch', 'Phim Hài']","“Hẹn Gặp Anh Ở Kiếp Thứ 19” là một câu chuyện về Ban Ji Eum, một người có khả năng chuyển sinh qua các kiếp sống khác nhau. Tuy ..."
Khách Sạn Vương Giả,https://ohitv.net/phim-bo/khach-san-vuong-gia/,17/06/2023,8,,"['Phim Chính Kịch', 'Phim Hài']","“Khách Sạn Vương Giả” là một bộ phim tình cảm xoay quanh câu chuyện giữa một người thừa kế quyến rũ và một nhân viên mẫn cán, trong ..."
Khi Anh Chạy Về Phía Em,https://ohitv.net/phim-bo/khi-anh-chay-ve-phia-em/,13/06/2023,9.1,,"['Phim Chính Kịch', 'Phim Hài']","“Khi Anh Chạy Về Phía Em” là một câu chuyện tình yêu nồng nàn và trưởng thành của hai học sinh trung học, Tô Tại Tại và Trương Lục ..."
Cơn Mưa Ở Espana,https://ohitv.net/phim-bo/con-mua-o-espana/,01/05/2023,10,,"['Phim Chính Kịch', 'Phim Hài']","Hai sinh viên đại học đầy hoài bão – Luna, một sinh viên kiến ​​trúc tại UST và Kalix, một người học chuyên ngành quản lý pháp lý tại ..."
Người Mẹ Tồi Của Tôi,https://ohitv.net/phim-bo/nguoi-me-toi-cua-toi/,26/04/2023,8.947,,"['Phim Chính Kịch', 'Phim Hài']","“Người Mẹ Tồi Của Tôi” (2023) kể về một vụ tai nạn bi thảm làm thay đổi cuộc đời của một người công tố viên đầy tham vọng, khiến anh ..."
Tình Yêu Anh Dành Cho Em,https://ohitv.net/phim-bo/tinh-yeu-anh-danh-cho-em/,24/04/2023,8.2,,"['Phim Chính Kịch', 'Phim Hài']","“Tình Yêu Anh Dành Cho Em” (2023) là một bộ phim tình cảm kể về Mẫn Tuệ và Tân Kỳ, hai nhân vật chính trải qua những biến cố và sự ..."
Bác Sĩ Cha,https://ohitv.net/phim-bo/bac-si-cha/,15/04/2023,8.2,,"['Phim Chính Kịch', 'Phim Hài']","Trong “Bác Sĩ Cha,” câu chuyện tập trung vào một bà nội trợ đã rời bỏ nghề y hai mươi năm trước đó. Sau một thời gian dài tập trung ..."
Taxi Ma Quái,https://ohitv.net/phim-bo/taxi-ma-quai/,01/03/2023,6.9,,"['Phim Chính Kịch', 'Phim Hài']","“Taxi Ma Quái” là một bộ phim kể về cuộc sống của Seo Young-Min, một tài xế taxi, và cách anh ấy đối diện với thế giới siêu nhiên ..."
Khóa Học Yêu Cấp Tốc,https://ohitv.net/phim-bo/khoa-hoc-yeu-cap-toc/,14/01/2023,8.301,,"['Phim Chính Kịch', 'Phim Hài']",“Khóa Học Yêu Cấp Tốc” (Accelerated Love Course) là một bộ phim truyền hình được phát sóng vào năm 2023. Câu chuyện tập trung vào một ...
Trạch Quân Ký,https://ohitv.net/phim-bo/trach-quan-ky/,11/01/2023,5.3,,"['Phim Chính Kịch', 'Phim Hài']","“Trạch Quân Ký” là một bộ phim năm 2023. Câu chuyện xoay quanh Tiểu thư Thẩm Diệu, một người phụ nữ xinh đẹp và giàu có trong thành ..."
Bảo Vệ Thành Chủ Đại Nhân Của Ta,https://ohitv.net/phim-bo/bao-ve-thanh-chu-dai-nhan-cua-ta/,06/01/2023,5,,"['Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']",“Bảo Vệ Thành Chủ Đại Nhân Của Ta” (2023) là một bộ phim xoay quanh thời cổ đại và diễn ra trong bối cảnh hai thành Mộc A và Hiên ...
Cú Úp Rổ Đầu Tiên,https://ohitv.net/phim-le/cu-up-ro-dau-tien/,03/12/2022,8.2, 1080p,"['Phim Chính Kịch', 'Phim Hài', 'Phim Hoạt Hình']","“Người bảo vệ tốc độ” và người bảo vệ điểm của Shohoku, Ryota Miyagi, luôn nổi tiếng với tốc độ và sự thông minh trong trận đấu. Anh ..."
Wednesday,https://ohitv.net/phim-bo/wednesday/,23/11/2022,8.495,,"['Phim Bí Ẩn', 'Phim Hài', 'Sci-Fi & Fantasy']","“Wednesday” là một bộ phim với nhân vật chính là Wednesday Addams, một cô gái thông minh, hóm hỉnh, và đôi khi hơi kỳ quặc. Trên nền ..."
Hư Nhan,https://ohitv.net/phim-bo/hu-nhan/,23/09/2022,8.2,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hài']","Câu chuyện kể về họa sĩ tài ba có tên là Thập Thất, người đã bị âm mưu hoán đổi khuôn mặt với đại tiểu thư của phủ Tể tướng Thẩm gia. Sau khi ..."
Hẹn Hò Chốn Công Sở,https://ohitv.net/phim-bo/hen-ho-chon-cong-so/,28/02/2022,8.563,,"['Phim Chính Kịch', 'Phim Hài']","Trong “Hẹn Hò Chốn Công Sở,” câu chuyện bắt đầu khi Ha Ri, để tránh một đối tượng mà cô không hề quan tâm, quyết định giả làm bạn với ..."
Vạch Trần Tội Ác,https://ohitv.net/phim-bo/nothing-uncovered/,18/03/2024,0,,"['Phim Bí Ẩn', 'Phim Hình Sự']",Seo Jung Won là một phóng viên điều tra và là người dẫn chương trình truyền hình về các vấn đề hiện đại “Hãy để Chúng Tôi Bị Kéo Cổ”. ...
Trường Tương Vật,https://ohitv.net/phim-bo/truong-tuong-vat/,06/03/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Ngắn']","Lý Mộng Giác và Tạ Ảnh Thù kết hôn theo hợp đồng sau sự cố tại Hoa Triều Lâu, tạo ra ấn tượng rằng họ là một cặp đôi hòa hợp và yêu thương nhau. ..."
Thế Giới Tươi Đẹp,https://ohitv.net/phim-bo/the-gioi-tuoi-dep/,01/03/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","Câu chuyện về Eun Soo-Hyun mang trong mình một cảm xúc sâu sắc và đau đớn về sự mất mát và sự trừng phạt. Sau cái chết oan uổng của con trai, cô ..."
Khách Sạn Grand Shining,https://ohitv.net/phim-bo/khach-san-grand-shining/,16/02/2024,6,,['Phim Bí Ẩn'],"Bộ phim kể về câu chuyện tiểu thuyết gia Yoo Ah Young vô tình bị đưa vào thế giới hư cấu của một cuốn tiểu thuyết kinh dị. Tệ hơn nữa, cô phát ..."
Đại Đường Địch Công Án,https://ohitv.net/phim-bo/dai-duong-dich-cong-an/,06/02/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","Đại Đường Địch Công Án (2024) là câu chuyện xoay quanh thời kỳ Võ Tắc Thiên, khi triều đình ban hành các luật pháp về bổ nhiệm và miễn nhiệm quan ..."
Trò Chơi Trí Mệnh,https://ohitv.net/phim-bo/tro-choi-tri-menh/,02/02/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","Nhà thiết kế trò chơi thực tế ảo Lăng Cửu Thời quyết định nghỉ việc vì công việc không suôn sẻ. Sau đó, anh tình cờ nhận được một đĩa game được ..."
A Mạch Tòng Quân,https://ohitv.net/phim-bo/a-mach-tong-quan/,31/01/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","Bộ phim “A Mạch Tòng Quân” là một bản chuyển thể từ tiểu thuyết cùng tên của tác giả Tiên Tranh, và nó đã được đạo diễn bởi Điền ..."
Tài Phiệt Và Cảnh Sát,https://ohitv.net/phim-bo/flex-x-cop/,26/01/2024,5,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","Jin Yi Soo có tất cả mọi thứ trong cuộc sống. Là người thừa kế thế hệ thứ ba của một tập đoàn lớn, anh không bao giờ cần đến sự giúp đỡ của người ..."
Di Sản Kỳ Bí,https://ohitv.net/phim-bo/di-san-ky-bi/,19/01/2024,7.9,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","“Di Sản Kỳ Bí” (2024) kể về một phụ nữ sau khi thừa kế một nghĩa trang từ người chú xa lạ đã qua đời. Sau đó, cô trở thành tâm điểm ..."
Tầng 19,https://ohitv.net/phim-bo/tang-19/,16/01/2024,6,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']","Chunyu, một sinh viên đại học từ nhỏ đã mất liên lạc với cha, bị cuốn vào một trò chơi mang tên “Tầng 19” mà anh không thể thoát ra ..."
Đất Đen Tĩnh Lặng,https://ohitv.net/phim-bo/dat-den-tinh-lang/,10/01/2024,9,,"['Phim Bí Ẩn', 'Phim Hình Sự']","“Đất Đen Tĩnh Lặng” là câu chuyện về một vụ án đầy bí ẩn tại thị trấn Lan Hà, nơi ba người đột ngột qua đời mà nguyên nhân chết không ..."
Hướng Về Em,https://ohitv.net/phim-bo/huong-ve-em/,09/01/2024,0,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Hướng Về Em” (2024) là một bộ phim có câu chuyện xoay quanh Gu Ze Jia, người trở về Trung Quốc cùng với anh trai sinh đôi của mình, ..."
Một Chương Hạnh Phúc,https://ohitv.net/phim-bo/mot-chuong-hanh-phuc/,30/12/2023,7,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Một Chương Hạnh Phúc” (My Happy Ending) là một bộ phim nói về cuộc sống của Seo Jae Won, một CEO thành đạt với cuộc sống vợ chồng ..."
Thiên Khởi Dị Văn Lục,https://ohitv.net/phim-bo/thien-khoi-di-van-luc/,30/12/2023,7.8,,"['Phim Bí Ẩn', 'Phim Chính Kịch']",“Thiên Khởi Dị Văn Lục” là một bộ phim truyền hình huyền bí kỳ ảo có sự tham gia của các diễn viên Hoàng Hiên và Ngô Việt. Phim lấy ...
Nhạc Trưởng Maestra: Sợi Dây Chân Lý,https://ohitv.net/phim-bo/nhac-truong-maesra-soi-day-chan-ly/,09/12/2023,9.25,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Nhạc Trưởng Maestra: Sợi Dây Chân Lý” (Maestra: Strings of Truth) (2023) kể về Cha Se Eum, một nghệ sĩ violin đã từng nổi danh, ..."
Án mạng nơi Tận cùng Thế giới,https://ohitv.net/phim-bo/an-mang-noi-tan-cung-the-gioi/,14/11/2023,7.54,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","Darby Hart, một thám tử trẻ đầy nhiệt huyết thuộc thế hệ Z, đồng thời là một hacker giỏi, nhận được mời tham gia một kỳ nghỉ đặc biệt tại một địa ..."
Ác Nữ,https://ohitv.net/phim-le/ac-nu/,27/10/2023,6.1, 1080p,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Gây Cấn', 'Phim Hình Sự']","“Ác Nữ” (2023) là câu chuyện về một biên tập viên nghi ngờ rằng vị hôn thê của bố có thể là một kẻ lừa đảo giết người. Tuy nhiên, ..."
Cuộc Chiến Sinh Tồn,https://ohitv.net/phim-bo/cuoc-chien-sinh-ton/,15/09/2023,6.8,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Cuộc Chiến Sinh Tồn” là một bộ phim tội phạm bí ẩn, căng thẳng, nổi bật với sự khác biệt so với các dự án khác khi tập trung vào ..."
Lá Phiếu Tử Hình,https://ohitv.net/phim-bo/la-phieu-tu-hinh/,10/08/2023,7.6,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']",“Lá Phiếu Tử Hình” là một câu chuyện đầy căng thẳng xoay quanh một nhân vật bí ẩn được biết đến với tên Gaetal. Gaetal không phải là ...
Đội Thiếu Niên Siêu Đẳng,https://ohitv.net/phim-bo/doi-thieu-nien-sieu-dang/,09/08/2023,8.427,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Đội Thiếu Niên Siêu Đẳng” (Moving, 2023) là một bộ phim về ba học sinh trung học có những khả năng đặc biệt thừa hưởng từ cha mẹ. ..."
Người Yêu Dấu,https://ohitv.net/phim-bo/nguoi-yeu-dau/,04/08/2023,7.8,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Người Yêu Dấu” là một bộ phim lấy bối cảnh trong triều đại Joseon, mô tả câu chuyện đầy cảm xúc của Lee Jang Hyun, một người đàn ông ..."
Liên Hoa Lâu,https://ohitv.net/phim-bo/lien-hoa-lau/,23/07/2023,8.3,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Liên Hoa Lâu” (Mysterious Lotus Casebook, 2023) là một bộ phim võ thuật kể về cuộc hành trình của Lý Tương Di, người từng là môn chủ ..."
Ác Quỷ,https://ohitv.net/phim-bo/ac-quy/,23/06/2023,7.9,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Ác Quỷ” là một bộ phim nói về Goo San Young, người bị ám bởi một con quỷ từ một thế giới khác khi cánh cửa đến thế giới đó mở ra. ..."
Lời Nói Dối Sau Vườn Nhà Tôi,https://ohitv.net/phim-bo/loi-noi-doi-sau-vuon-nha-toi/,19/06/2023,7.3,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","Moon Joo Ran lớn lên trong một gia đình giàu có. Cô hiện là một người vợ nội trợ và kết hôn với Jae Ho, người làm việc trong ngành y. Họ sống ..."
Chị Đại Học Đường,https://ohitv.net/phim-bo/chi-dai-hoc-duong/,31/05/2023,8.2,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","Chị Đại Học Đường là câu chuyện xoay quanh mâu thuẫn tâm lý giữa hai nữ sinh liên quan đến một vụ án giết người. Cốt truyện kể về Kim Hye In, ..."
Nữ Hoàng Mặt Nạ,https://ohitv.net/phim-bo/nu-hoang-mat-na/,24/04/2023,3.5,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Nữ Hoàng Mặt Nạ” là câu chuyện về một cuộc chiến đấu tàn khốc giữa bốn người bạn thân, bắt nguồn từ sự ghen tuông, dục vọng và lòng ..."
Trần Phong Thập Tam Tái,https://ohitv.net/phim-bo/tran-phong-thap-tam-tai/,06/04/2023,7.9,,"['Phim Bí Ẩn', 'Phim Hình Sự']","“Trần Phong Thập Tam Tái” là một bộ phim về một vụ án giết người đặc biệt chưa được giải quyết vào năm 1997, mà sau đó tái hiện lại ..."
Trêu Chọc,https://ohitv.net/phim-bo/treu-choc/,30/03/2023,7.2,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","Đầu thế kỷ 20 ở Đường Thành, câu chuyện xoay quanh nữ ca sĩ hàng đầu Tân Tiên Lâm, Khương Anh, người đã dày công sắp đặt để gả vào nhà phú thương ..."
Đại Minh Dưới Kính Hiển Vi,https://ohitv.net/phim-bo/dai-minh-duoi-kinh-hien-vi/,09/02/2023,7.4,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Đại Minh Dưới Kính Hiển Vi” là một bộ phim năm 2023, kể về cuộc hành trình của Soái Gia Mặc, một chàng trai bị ám ảnh bởi toán học ..."
Tam Thể,https://ohitv.net/phim-bo/tam-the/,15/01/2023,7.946,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Tam Thể” (2023) là một bộ phim khoa học viễn tưởng với bối cảnh là một sự xáo trộn bí ẩn xảy ra trong giới khoa học cơ bản trên Trái ...
"Đối Với Tôi, Anh Ấy Là Người Nguy Hiểm",https://ohitv.net/phim-bo/doi-voi-toi-anh-ay-la-nguoi-nguy-hiem/,13/01/2023,6.1,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Đối Với Tôi, Anh Ấy Là Người Nguy Hiểm” là một bộ phim ly kỳ phát sóng vào năm 2023. Câu chuyện bắt đầu với một vụ án bắt cóc đầy bí ..."
Dạ Điểu,https://ohitv.net/phim-le/da-dieu/,23/11/2022,6.7,,"['Phim Bí Ẩn', 'Phim Gây Cấn']","“Dạ Điểu” (2022) kể về Kyung Soo, một danh y mù với kỹ năng châm cứu xuất sắc. Anh được đưa vào cung điều trị các vấn đề sức khỏe của ..."
Miệng Bự,https://ohitv.net/phim-bo/mieng-bu/,29/07/2022,8.1,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","“Miệng Bự” (Big Mouth) là một bộ phim truyền hình nói về câu chuyện của Park Chang Ho, một luật sư kém tài và không may bị cuốn vào ..."
Ngôi Sao Lấp Lánh,https://ohitv.net/phim-bo/ngoi-sao-lap-lanh/,26/01/2022,7.5,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","Lâm Bắc Tinh là một cô nàng từng trải, sắp bước vào tuổi 30. Cuộc sống của cô trở nên rối bời sau khi bị bạn trai Triển Vũ bội ước, khiến giấc ..."
Phong Khởi Lạc Dương,https://ohitv.net/phim-bo/phong-khoi-lac-duong/,01/12/2021,5.75,,"['Phim Bí Ẩn', 'Phim Chính Kịch']","“Phong Khởi Lạc Dương” là một bộ phim với loạt câu chuyện xoay quanh những người có xuất thân từ các giai cấp, tầng lớp khác nhau, ..."
Hạnh Phúc: Chung Cư Có Độc,https://ohitv.net/phim-bo/hanh-phuc-chung-cu-co-doc/,05/11/2021,8.014,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Hạnh Phúc: Chung Cư Có Độc” là một bộ phim xoay quanh câu chuyện của các cư dân sống trong một tòa chung cư mới được xây dựng trong ...
Quốc Tử Giám Có Một Nữ Đệ Tử,https://ohitv.net/phim-bo/quoc-tu-giam-co-mot-nu-de-tu/,22/09/2021,5.3,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hài']",“Quốc Tử Giám Có Một Nữ Đệ Tử” là một bộ phim được chuyển thể từ tiểu thuyết cùng tên của tác giả Hoa Thiên Tử. Phim kể về cuộc phiêu ...
Phá Kén,https://ohitv.net/phim-bo/pha-ken/,03/11/2020,6,,"['Phim Bí Ẩn', 'Phim Hình Sự']","Phá Kén (2020) là một bộ phim hấp dẫn xoay quanh câu chuyện của Đàm Cảnh Thiên, một nghiên cứu sinh ngành Độc học Côn trùng. Cuộc sống của Đàm ..."
Penthouse: Cuộc Chiến Thượng Lưu,https://ohitv.net/phim-bo/penthouse-cuoc-chien-thuong-luu/,26/10/2020,8.395,,"['Phim Bí Ẩn', 'Phim Chính Kịch']",“Penthouse: Cuộc Chiến Thượng Lưu” là một bộ phim truyền hình Hàn Quốc phát sóng vào năm 2020. Câu chuyện tập trung vào cuộc sống xa ...
Bạn Trai Tôi Là Hồ Ly,https://ohitv.net/phim-bo/ban-trai-toi-la-ho-ly/,07/10/2020,8.4,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']","“Bạn Trai Tôi Là Hồ Ly” là câu chuyện về Yi Yeon, một cửu vĩ hồ từng cai trị dãy núi Baekdudaegan như một vị thần giám hộ. Hiện anh ..."
Thám Tử Phố Tàu,https://ohitv.net/phim-bo/tham-tu-pho-tau/,01/01/2020,7.7,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hài']","“Thám Tử Phố Tàu” là một bộ phim nói về các vụ án kỳ quái liên tiếp xảy ra ở Thái Lan. Lâm Mặc, đồ đệ của Đường Nhân, được biết đến ..."
Vị Khách,https://ohitv.net/phim-bo/vi-khach/,12/09/2018,8.167,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hình Sự']","“Vị Khách” là một bộ phim được phát hành vào năm 2018. Bối cảnh của câu chuyện được xây dựng dựa trên quá khứ bi thảm, khiến một nhà ..."
Lang Quân 100 ngày,https://ohitv.net/phim-bo/lang-quan-100-ngay/,10/09/2018,7.959,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Phim Hài']",“Lang Quân 100 Ngày” (100 Days My Prince) là một bộ phim truyền hình Hàn Quốc phát sóng vào năm 2018. Câu chuyện diễn ra trong thời ...
Đêm Ký Ức,https://ohitv.net/phim-le/dem-ky-uc/,29/11/2017,7.4,,"['Phim Bí Ẩn', 'Phim Gây Cấn', 'Phim Hình Sự']","“Đêm Ký Ức” (2017) là một bộ phim kể về câu chuyện của Jin-seok, người anh trai của một người bị bắt cóc và sau khi trở về, anh ta ..."
Cuộc Chiến Ngầm,https://ohitv.net/phim-le/cuoc-chien-ngam/,17/05/2017,0,,"['Phim Bí Ẩn', 'Phim Hành Động', 'Phim Hình Sự']","“Jae-ho,” người mục tiêu trở thành số một trong một tổ chức tội phạm, có cơ hội xây dựng lòng tin với “Hyun-su,” một tân ..."
"Chiến Nào, Ma Kia!",https://ohitv.net/phim-bo/chien-nao-ma-kia/,11/07/2016,7.797,,"['Phim Bí Ẩn', 'Phim Chính Kịch', 'Sci-Fi & Fantasy']","Phim “Chiến Nào, Ma Kia!” kể về câu chuyện của một nam sinh đại học có khả năng ngoại cảm, tên là Park Bong-pal. Với khả năng nhìn ..."
Thám Tử Lừng Danh Conan,https://ohitv.net/phim-bo/tham-tu-lung-danh-conan/,08/01/1996,8,,"['Phim Bí Ẩn', 'Phim Hài', 'Phim Hoạt Hình']","“Conan” là một bộ truyện tranh Nhật Bản được sáng tác bởi tác giả Gosho Aoyama. Câu chuyện xoay quanh Shinichi Kudo, một học sinh ..."
Monkey Man Báo Thù,https://ohitv.net/phim-le/monkey-man-bao-thu/,03/04/2024,7.3, 1080p,"['Phim Gây Cấn', 'Phim Hành Động', 'Phim Hình Sự']","“Monkey Man Báo Thù” là câu chuyện về một chàng trai trẻ vô danh, bắt đầu một cuộc hành trình đầy gian nan để trả thù cho cái chết ..."
Yêu Cuồng Loạn,https://ohitv.net/phim-le/yeu-cuong-loan/,08/03/2024,6.8, 1080p,"['Phim Gây Cấn', 'Phim Hình Sự', 'Phim Lãng Mạn']","“Yêu Cuồng Loạn” (2024) là câu chuyện về một mối tình đầy nguy hiểm giữa Lou, một nữ quản lý phòng tập thể dục, và Jackie, một vận ..."
Tracker,https://ohitv.net/phim-bo/tracker/,11/02/2024,7.605,,"['Phim Chính Kịch', 'Phim Hình Sự']","Colter Shaw là một thám tử tự do, người du hành khắp nước Mỹ trên chiếc RV cũ kỹ của mình. Với kỹ năng truy tìm đặc biệt và sự hiểu biết sâu sắc ..."
Nam Lai Bắc Vãng,https://ohitv.net/phim-bo/nam-lai-bac-vang/,06/02/2024,9,,"['Phim Chính Kịch', 'Phim Gia Đình', 'Phim Hình Sự']",“Nam Lai Bắc Vãng” là một bộ phim truyền hình lịch sử và tình cảm do Trịnh Hiểu Long và Lưu Chương Mục đạo diễn. Phim có sự tham gia ...
Nữ Hoàng Ly Hôn,https://ohitv.net/phim-bo/nu-hoang-ly-hon/,31/01/2024,5.667,,"['Phim Chính Kịch', 'Phim Hình Sự']","“Nữ Hoàng Ly Hôn” là câu chuyện về Kim Sa Ra, một người phụ nữ may mắn trở thành dâu của một gia đình giàu có khi họ sở hữu một trong ..."
Chàng trai nuốt chửng vũ trụ,https://ohitv.net/phim-bo/chang-trai-nuot-chung-vu-tru/,11/01/2024,7.3,,"['Phim Chính Kịch', 'Phim Hình Sự']","Lớn lên ở vùng ngoại ô Brisbane những năm 1980, chàng trai trẻ nọ đối mặt với thực tế khắc nghiệt của cuộc sống và những mối nguy hiểm sắp xảy ..."
Mùa xuân Seoul,https://ohitv.net/phim-le/mua-xuan-seoul/,22/11/2023,0, 1080p,"['Phim Chiến Tranh', 'Phim Chính Kịch', 'Phim Gây Cấn', 'Phim Hình Sự', 'Phim Lịch Sử']","Sau khi Tổng thống Park bị ám sát, thiết quân luật đã được ban bố. Một cuộc đảo chính nổ ra do Tư lệnh An ninh Quốc phòng Chun Doo-gwang và một ..."
Giao Dịch Đổi Đời,https://ohitv.net/phim-le/giao-dich-doi-doi/,15/11/2023,6.2, 1080p,"['Phim Hành Động', 'Phim Hình Sự']","Woo-chul, người trước đây là một võ sĩ quyền anh nổi tiếng, từng biến mọi trận đấu thành những cảm xúc mãnh liệt. Tuy nhiên, số phận đã quay ..."
Bánh Quy Ma Thuật,https://ohitv.net/phim-bo/banh-quy-ma-thuat/,23/10/2023,7.5,,"['Phim Chính Kịch', 'Phim Hình Sự', 'Sci-Fi & Fantasy']","“Bánh Quy Ma Thuật – High Cookie” là một bộ phim trinh thám giả tưởng hấp dẫn dành cho thanh thiếu niên, kể về những người cố ..."
Người Nào Đó,https://ohitv.net/phim-bo/nguoi-nao-do/,11/09/2023,7.5,,"['Phim Chính Kịch', 'Phim Hình Sự']","Câu chuyện xoay quanh vụ án sát hại dã man của Hamdi Atılbay, một sự kiện quyết định số phận của những nhân vật chính, đặc biệt là Leyla, người ..."
Thiện Ác Đối Đầu 3,https://ohitv.net/phim-le/thien-ac-doi-dau-3/,30/08/2023,6.9,,"['Phim Gây Cấn', 'Phim Hành Động', 'Phim Hình Sự']",“Thiện Ác Đối Đầu 3” (The Equalizer 3) là một bộ phim hành động Mỹ dự kiến được ra mắt trong tương lai. Câu chuyện xoay quanh nhân ...
Lựa Chọn,https://ohitv.net/phim-bo/lua-chon/,17/08/2023,8,,"['Phim Chính Kịch', 'Phim Hình Sự']","Năm 1936, trong một nhiệm vụ không lường trước, Hoàng Vĩ Kiệt, một người tham gia tổ chức yêu nước, tình cờ gặp lại Phùng Quán Vũ, một doanh nhân ..."
Tôi Là Farah,https://ohitv.net/phim-bo/toi-la-farah/,01/03/2023,8.9,,"['Phim Chính Kịch', 'Phim Hình Sự']","Một vụ giết người vô tình được chứng kiến bởi Farah, người phải chạy trốn khỏi đất nước của mình và đấu tranh bất hợp pháp để tồn tại cùng con ..."
Chim Mồi,https://ohitv.net/phim-bo/chim-moi-decoy/,27/01/2023,7.8,,"['Phim Chính Kịch', 'Phim Hình Sự']","“Chim Mồi” là một bộ phim kinh dị tội phạm mới, đưa người xem vào một hành trình khám phá sự thật đằng sau những vụ án chưa được làm ..."
Bác Sĩ Luật Sư,https://ohitv.net/phim-bo/bac-si-luat-su/,03/06/2022,7.2,,"['Phim Chính Kịch', 'Phim Hình Sự']","“Bác Sĩ Luật Sư” là một bộ phim xoay quanh nhân vật chính là Han Yi Han, một bác sĩ phẫu thuật giỏi giang và tài năng. Han Yi Han đã ..."
Bệ Hạ Vạn Tuế,https://ohitv.net/phim-le/be-ha-van-tue/,19/06/2019,6,,"['Phim Hài', 'Phim Hành Động', 'Phim Hình Sự']",“Bệ Hạ Vạn Tuế” (tên tiếng Anh: “The Man Standing Next”) là một bộ phim Hàn Quốc ra mắt vào năm 2019. Phim nói về tình ...
Bóng Ma Anh Quốc,https://ohitv.net/phim-bo/bong-ma-anh-quoc/,12/09/2013,8.541,,"['Phim Chính Kịch', 'Phim Hình Sự']",“Bóng Ma Anh Quốc” (Peaky Blinders) là một bộ phim truyền hình Anh được phát sóng lần đầu vào năm 2013. Phim kể về một băng đảng khét ...
